Rbr;Tekst;Odgovor;Tezina
374;Dok binarni sustav ima bazu 2, dekadski 10, heksadekadski 16, koji je broj u bazi vigezimalnog brojevnog sustava?;20;5
375;Zbog blagotvornih eteričnih ulja koja pogoduju koži čineći je mekom i glatkom, snop svježih grančica kojega se listopadnog stabla iz istoimene porodice (lat. Betulaceae) koristi u originalnoj finskoj sauni za lupkanje po leđima kako bi se dodatno poboljšala cirkulacija?;BREZA;4
376;U Hrvatskoj akademiji znanosti i umjetnosti u Zagrebu čuva se osamnaestostoljetna violina Guarneri King na kojoj je svirao koji slavni hrvatski violinist od 1924. godine nastanjen u SAD-u? Kritika ga je često nazivala Paganinijem našeg vremena.;Zlatko BALOKOVIĆ;5
377;Dolazeći od grčkih riječi za"isto" i "glava", kako se zove način komponiranja ljudskih likova u umjetničkim djelima kada su sve glave prikazane u istoj visini?;IZOKEFALIJA;4
378;Nazvane prema austrijskom istraživaču i znanstveniku Aloisu koji ih je otkrio 1808. godine, kako se zovu karakteristične strukture (linije) nadene u metalnim meteoritima, koje se sastoje uglavnom od slitine željeza i nikla u različitim omjerima, a osnova su za razlikovanje zemaljskog od izvanzemaljskog željeza?;WIDMANSTÄTTENOVE linije (figure);5
379;Tvrtka Hasselblad, koja proizvodi kamere i fotografsku opremu, medu ostalim poznata po kamerama korištenima za snimanje Mjeseca u misijama Apollo, osnovana je 1841. godine u kojoj današnjoj državi?;ŠVEDSKA;4
380;U slučaju prekida utakmice zbog vremenskih ili drugih okolnosti, u kojem se sportu, kao kalkulacija broja bodova za konačan rezultat, koristi matematička metoda izračuna Duckworth-Lewis-Stern?;KRIKET;4
381;Kako se jednom riječju zove sustavna primjena ekonometrijskih i statističkih metoda u istraživanju gospodarske i socijalne povijesti kako bi se dobili sintetički kvantitativni pokazatelji povijesnih promjena, posebno dugoročnog ekonomskog i socijalnoga razvoja?;KLIOMETRIJA/KLIOMETRIKA;5
382;Koja se tehnika sastoji od lijepljenja isjeckanih i aranžiranih papira na neku obojenu površinu, a u prijevodu s francuskog znači "isjeći" ili "sjeckati"?;DEKUPAŽ;4
383;Kako se zove zaljev između Jemena na južnoj obali Arapskog poluotoka i Somalije na Rogu Afrike, važna poveznica Sredozemnog i Arapskog mora te vjerojatno područje s najviše piratskih patrola na svijetu?;ADENSKI zaljev;4
384;Koji je bizantski car sredinom 10. stoljeća napisao djelo O upravljanju carstvom (De administrando imperio) jedan od najznačajnijih izvora za proučavanje rane hrvatske povijesti u kojemu između ostalog iznosi niz praktičnih uputa o vođenju vanjske politike te velik broj podataka o povijesti, običajima i državnom poretku ostalih naroda koji su živjeli kao susjedi ili podanici Bizantskoga Carstva?;KONSTANTIN VII. Porfirogenet;4
385;Poznata po vokalnim sposobnostima i jedinstvenom stilu, Umm Kulthum smatra se jednom od najznačajnijih pjevačica arapskog svijeta u 20. stoljeću. U kojoj je državi, čija joj je vlada posvetila muzej u glavnom gradu, rođena i živjela ta "zvijezda Istoka"?;EGIPAT;4
386;Na Tajlandu nang, u Indoneziji wajang, u Turskoj karagöz i hacivat, u Indiji tholu bommalata primjeri su koje vrste kazališta?;Kazalište SJENA;4
387;Koji je komičar redatelj, scenarist i glavni glumac (lik Monsieura Hulota) komedije Vrijeme igre (Playtime) iz 1967., satire potrošačkoga društva realizirane tehnikom širokoga platna, često proglašavane jednim od najboljih filmova svih vremena?;Jacques TATI;5
388;Koja je bejzbolska momčad, originalno iz njujorškog Brooklyna, a preseljena u Los Angeles 1957. godine, ime dobila po gradskim pješacima, najpoznatijima po svojoj sposobnosti brzog sklanjanja s puta jurećim tramvajima? Traži se ime franšize.;DODGERS;3
389;Koji se termin u marksizmu koristi kako bi se opisali deklasirani slojevi društva koji žive na njegovim marginama, kao što su skitnice, beskućnici, prosjaci, sitni kriminalci i prostitutke? U širem smislu izraz se koristi za opis "dna društva".;LUMPENPROLETARIJAT;5
390;Kako se zove umak, popularna delikatesa u vrijeme Rimskog Carstva, koji se dobiva tako da se riba ostavi da fermentira u soli ili slanoj vodi nekoliko tjedana ili mjeseci, nakon čega se filtrira iz dobivene paste?;GARUM;5
391;Koja je pjesma s albuma Synchronicity grupe The Police inspirirana knjigom Paula Bowlesa Zaklon od neba (The Sheltering Sky)? Po toj je knjizi, o mladom bračnom paru koji kreće na putovanje sjevernom Afrikom u nadi da će ih ono opet zbližiti, Bernardo Bertolucci 1990. godine režirao istoimeni film (hrvatski je naslov istovjetan prijevodu tražene pjesme).;TEA IN THE SAHARA;3
392;Povezan s pomorskom tradicijom iz doba velikih geografskih otkrića, koji se navigacijski instrument nalazi na zastavi Portugala?;OBRUČASTA (ARMILARNA) SFERA;5
393;Nazvani tako zato što su oprečno s tadašnjom plemićkom modom kratkih ispod koljena podvezanih hlača (culotte) nosili hlače dužih nogavica, kako su se zvali pripadnici Nacionalne garde iz 1793. godine, a kasnije sinonim za ultrarevolucionare na koje su se naslanjali jakobinci u vrijeme terora?;SANKILOTI/SANS-CULOTTES;5
394;Koji je njemačko-američki razvojni psiholog i psihoanalitičar, dobitnik Pulitzerove nagrade 1970. godine za djelo Ghandijeva istina, skovao pojam"kriza identiteta"?;Erik Homburger ERIKSON;5
395;Nazvan po jednom od najvećih igrača u povijesti, američkom"Mr. Pocket Billiards" Williamu Josephu, kako se zove godišnji turnir u devetki (nine-ball pool), popularnoj inačici bilijara, koji se od 1994. održava izmedu timova Europe i SAD-a? Turnir se često uspoređuje s kupom Ryder u golfu i Weberovim kupom u kuglanju.;MOSCONIJEV kup;5
396;Referirajući se naslovom na često ponavljan stih u novozavjetnom Otkrivenju, kako se zove nagrađivani film Elema Klimova iz 1985. godine, jedan od najemocionalnijih prikaza brutalnosti ratnih strahota i užasa, koji uz to dočarava ugođaj potpunog rasapa čovječnosti prikazom razvoja junaka Florje od nevinog dječaka do duševno traumatizirane ličnosti?;IDI I GLEDAJ / IDI I SMOTRI;5
397;Rođen kao Arnold George Dorsey, kako se umjetničkim imenom",posudenim" od njemačkog skladatelja iz 19. stoljeća (opera Ivica i Marica), zove britanski pop-pjevač, poznat po hitovima Release me i The Last Waltz?;Engelbert HUMPERDINCK;5
398;Podrijetlom iz grčkog jezika za "isto" i "ime", koji je znanstveni naziv biljne ili životinjske vrste koji čine dvije iste riječi, primjerice Rattus rattus ili Axis axis?;TAUTONIM;5
399;Prema glazbalu koje su svirali, kako su se zvali slijepi putujući svirači u 19. stoljeću koji su izvodili ukrajinske narodne pjesme, a ime dijele sa zbirkom pjesama Tarasa Ševčenka iz 1840. godine?;KOBZARI;5
400;Kako se, prema američkom sociologu Stephenu, zove tzv. zakon eponimije po kojemu se niti jedno znanstveno otkriće ne zove po onomu tko ga je doista otkrio? Zakon ukazuje na činjenicu da se znanstvena dostignuća ne stvaraju ni iz čega već su posljedica procesa koji obuhvaćaju ogroman broj ideja, pokušaja i pogrešaka koje se na kraju najčešće pripišu onom tko ih sublimira u konačan oblik.;STIGLEROV zakon eponimije;5
401;U današnjem značenju priručnik u kojem se u abecednom popisu donosi pregled ukupnoga ljudskog znanja, koja je riječ ušla u veliki broj jezika prema početnoj riječi naslova djela filologa Egidija Forcellinija iz 1771. godine?;LEKSIKON (Lexicon totius latinitatius);4
402;Novaci koje vojne jedinice početkom svibnja svake godine prisežu u rimskom dvorištu San Damaso na jezicima kantona iz kojih potječu?;ŠVICARSKA GARDA;4
403;Iako je samostalno osvajao više planinskih vrhova, švicarski planinar Matthias Zurbriggen ostao je upamćen po tome što se u siječnju 1897. godine prvi popeo na koji poznati planinski vrh izvan Azije najviši na svijetu?;ACONCAGUA;5
404;Podrijetlo koje mjerne jedinice nalazimo u staroj rimskoj mjernoj jedinici tisuću koraka (zapravo dvokoraka rimske vojske) tadašnje vrijednosti oko 1478 metara čija je mjera precizno određena i unificirana tek 1959. godine?;Kopnena MILJA;2
405;Koji je šampion Formule 1 dobar dio karijere nosio nadimak "Kišni Čovjek" zbog veličanstvenih vožnji u teškim, kišnim uvjetima?;Ayrton SENNA;4
406;Alfred Binet predstavio je 1905. godine prvi praktični standardizirani test, kasnije poznat i kao Binet-Simonova ljestvica, za ispitivanje čega?;Kvocijent INTELIGENCIJE;4
407;Neke su od današnjih devet one za kršćanski nauk vjere, za istočne crkve, za bogoštovlje i sakramente te za kanonizaciju. Kako se, prema latinskom za udruživanje", u Rimskoj kuriji zovu stalne ustanove kojima su na čelu kardinali, a povjerene su im odredene funkcije u upravljanju Crkvom?;KONGREGACIJA;4
408;Skulpture naroda Pende, Kota, Yombe, Fang, Bamana i Senugo pripadaju umjetnosti kojega kontinenta?;AFRIKA;4
409;Kako se zovu malene datoteke web-stranica koje se spremaju na internetskim preglednicima korisnika, a dopuštaju mrežnim stranicama da pamte sve što su posjetitelji radili i tako d ćuju bolje iskustvo prilikom "surfanja", a razvio ih je 1994. godine zaposlenik Netscapea Lou Montulli?;COOKIE;1
410;Koji se hrvatski glumac pojavljuje u ulozi Spartaka, vode pobunjenih robova u istoimenoj povijesnoj miniseriji Roberta Dornhelma iz 2004. godine?;Goran VIŠNJIĆ;4
411;Uz to što je povezan s čuvenim Koncertom u Es-duru Igora Stra vinskog, vašingtonski posjed Dumbarton Oaks u kasno je ljeto 1944. godine bio poprište međunarodnih sastanaka koji su slje deće godine rezultirali donošenjem povelje koje međunarodne organizacije?;UJEDINJENI NARODI;4
412;Čijoj mitologiji pripadaju Hunab Ku, bog stvoritelj Yucatana, Itzamná, njegov sin i gospodar Neba, te bog divlje vegetacije Yum Kaax?;MAJANSKA;4
413;U kojoj državi morski prolaz Foveaux (Te Ara a Kiwa) odvaja najveći otok od otoka Stewarta trećeg po površini?;NOVI ZELAND;4
414;U romanu Roberta Jamesa Wallera iz 1992. godine, u kojem se okrugu dogodila kratkotrajna romansa izmedu Francesce Johnson i Roberta Kincaida, za koju se saznaje iz Francescina dnevnika otkrivena nakon njezine smrti?;MADISON;3
415;Snimljen prema romanu Zanea Greya, koji klasični vestern (originalni naziv) Fritza Langa iz 1941. godine ime dijeli s najvećom svjetskom tvrtkom za organizaciju prijenosa gotovog novca?;WESTERN UNION;4
416;Fosilni ostaci koje su pripadnice (ime) vrste Australopithecus afarensis -"karike koja je nedostajala između majmuna i ljudi" glavna atrakcija Nacionalnog muzeja Etiopije u Addis Abebi?;LUCY;3
417;Za dlaku iz slavnog brka kojega je umjetnika Yoko Ono svojedobno platila 10 tisuća dolara i bila prevarena jer joj je on, bojeći se da bi na njega mogla baciti vještičje vradžbine, u kutijicu upakirao suhu travku?;Salvador DALI;4
418;Lučki grad Port Said nalazi se na sjevernom kraju kojega kanala, za čije je izgradnje 1859. godine utemeljen?;SUESKI kanal;4
419;Biznismen Harland Sanders od 1952. godine pojavljuje se kao lice na logu kojeg lanca fast-fooda, koji je osnovao 1930. u North Corbinu, gradiću u blizini Apalačkoga gorja?;KFC;2
420;Dok je nagrada za pobjednike antičkih olimpijskih igara bila maslinov vijenac (kotinos), pobjednicima Pitijskih igara u Delfima namijenjen je bio vijenac od koje biljke iz porodice Laureaceae, čije je drvo raslo u svetom gaju boga Apolona?;LOVOR;2
421;Koji su kukci iz reda dvokrilaca često korišteni za laboratorijske (posebno mutacijske i genetičke) pokuse, u veljači 1947. godine zabilježeni kao prve životinje poslane u svemir?;VINSKE (VOĆNE) MUŠICE;4
422;Kad je 1987. godine ugledala svjetlo dana na Commodoreu 64, dvodimenzionalna videoigra The Great Giana Sisters, o virtualnim avanturama sestara Giane i Marije, bila je pokretač tužbe Nintenda protiv Time Warpa i Rainbow Artsa zbog plagiranja koje videoigre koju je Nintendo objavio nedugo prije njih?;SUPER MARIO BROS;1
423;Koje je dvije riječi u prvoj SMS poruci u predblagdansko prosinačko vrijeme 1992. godine inženjer Neil Papworth poslao šefu Vodafonea Richardu Jarvisu te time ispisao povijest i praktički stvorio novi standard komunikacije mobilnim telefonima?;MERRY CHRISTMAS;4
424;Pod kojim je nazivom od triju riječi u narodu poznat meteorski roj Perzeide, koji se zapaža od 23. srpnja do 20. kolovoza, s najvećom učestalošću 12. kolovoza, kad se može pojaviti i 80 meteora na sat?;SUZE SVETOG LOVRE;4
425;Po kojem su talijanskom gradu nazvane karte (špil od 40 karata) koje su osim u sjevernoj Italiji popularne i u primorskoj Hrvatskoj, gdje se, među ostalim, njima igraju briškula i trešeta?;TRST (triestine);4
426;Koju je povijesnu ličnost i svoga muža, prema predaji, rimska plemkinja Kalpurnija odgovarala od odlaska u Senat onoga dana kada je ubijen (15. III. 44. pr. Kr.)?;Gaj JULIJE CEZAR;3
427;Koji lik na početku filma Lilly i Lane Wachowski iz 1999. godine možemo vidjeti kako u rukama drži knjigu Simulakrumi i simulacija postmodernističkog filozofa Jeana Baudrillarda, u kojoj skriva novac i važne računalne datoteke?;NEO / Thomas A. ANDERSON;2
428;Pojam najvjerojatnije dolazi od malih, komprimiranih tableta koje je na tržištu krajem 19. stoljeća predstavila londonska farmaceutska tvrtka Burroughs Wellcome & Co. Koji je uobičajeni naziv za novine s mnogo fotografija te kratkim tekstovima praćenima bombastičnim uočljivim naslovima, čiji je prvi takav uglavnom senzacionalističkih i pojednostavljenih sadržaja popraćenima bombastičnim uočljivim naslovima, čiji je prvi takav format predstavljao Daily Mirror iz 1903.?;TABLOID;2
429;Objavljen 1987. godine s pjesmama Welcome to the Jungle, Paradise City i Sweet Child o' Mine, Appetite for Destruction debitantski je studijski album kojega hard rock-benda?;GUNS'N'ROSES;1
430;Prvotno prikazivana na MTV-u od 2000. do 2002. godine, koja je popularna reality-serija, čiji su akteri izvodili razne opasne, besmislene i trikove i vratolomije u kojima su se često povređivali, imala brojne spin-off serijale u vidu emisija Wildboyz, Viva La Bam, Homewrecker?;JACKASS;1
431;U svibnju 1950. održan je sastanak u Ministarstvu za prosvjetu i kulturu NR Hrvatske u Zagrebu, na kojem je odlučeno da će se u rujnu iste godine održati festival dalmatinskih kazališnih igara od 16. do 18. stoljeća, a ispunjenjem te odluke praktički započinje povijest kojega glazbeno-scenskog festivala?;DUBROVAČKE LJETNE IGRE;4
432;Koji je medicinski postupak glavni dio židovskog obreda brit milah koji se provodi nad muškom djecom osmog dana od rodenja?;OBREZIVANJE;4
433;Tko je svom prijatelju Franku Budgenu objasnio kako je želio sastaviti tako cjelovitu sliku Dublina da bi se grad, kad bi odjednom nestao s lica Zemlje, mogao rekonstruirati po njegovoj knjizi?;James JOYCE;4
434;Osmišljen kao antipod božićnoj histeriji i komercijalizaciji, kako se prema latinskom za "veseo" ili "radostan" zove sekularni blagdan (23. prosinca) koji je u popularnu kulturu ušao nakon pojavljivanja u Seinfeldu?;FESTIVUS;3
435;Na zahtjev cara Wanlija, isusovački misionar Matteo Ricci izradio je 1602. godine kartu svijeta koja je prikazivala Kinu u središtu. Posebnost je te karte, čijih se nekoliko preostalih primjeraka čuva u par svjetskih muzeja, što je otisnuta na papiru dobivenom od koje žitarice?;RIŽA;3
436;Triler Paranoja (Disturbia) iz 2007. godine, o mladiću koji iz kućnog pritvora špijunira susjede sumnjajući da je jedan od njih serijski ubojica, djelomično je inspiriran kojim Hitchcockovim filmom?;PROZOR U DVORIŠTE;3
437;Po jednoj verziji na taj je način porođen Julije Cezar, ali je ipak izglednije da sam izraz potječe od latinskog ab utero caeso, što znači "iz presječene utrobe". Koji način porođaja?;CARSKI REZ;2
438;Na zastavi koje je države, usvojenoj u studenome 1889. godine, kao krilatica prihvaćen Comteov pozitivistički moto: "Ljubav kao načelo, red kao temelj, napredak kao cilj"?;BRAZIL;4
439;Preporučene vrijednosti iste su za oba spola te iznose 18,5-24,9 kg/m2 po klasifikaciji Svjetske zdravstvene organizacije za europsko stanovništvo. O kakvu je pokazatelju vrijednosti riječ?;INDEKS TJELESNE MASE (BMI);4
440;Kako bi djecu upozorila na zamke kapitalizma, Elizabeth Magie osmislila je 1904. godine Kućevlasnikovu igru (The Landlord's Game), preteču koje igre na ploči pokrenute trideset godina kasnije?;MONOPOLY;1
441;Koliko je godina trajao rat koji je započeo Drugom praškom defenestracijom, a završio Vestfalskim mirom?;TRIDESET godina (1618.-1648.);4
442;Elementi prve skupine periodnog sustava, među koje se ubrajaju litij, natrij, kalij, rubidij, cezij i francij, nazivaju se kakvim metalima?;ALKALIJSKI;4
443;Koji je Norvežanin jedini alpski skijaš s 4 zlatne medalje s olimpijskih igara, a poznat je i po pobjedama u svih pet disciplina Svjetskog kupa?;Kjetil Andre AAMODT;4
444;Koje je značajno hrvatsko uzgajalište školjaka, zbog specifičnog krajolika, glumilo" norveške fjordove u američkom filmu Vikinzi iz 1958. godine?;LIMSKI ZALJEV / LIMSKI KANAL;4
