Rbr;Tekst;Odgovor;Tezina
681;Prema turskom za "dan oranja", kojim se petoslovnim imenom zove stara mjerna jedinica za površinu zemlje od 1000 m2, koja se koristila u Hrvatskoj i zemljama bivšeg Otomanskog Carstva?;DUNUM / DULUM;5
682;Osiguravši Kanadi nakon Harryja Jeromea iz Tokija prvo postolje u toj disciplini, koji je sprinter u Los Angelesu 1984. godine osvojio broncu na utrci 100 metara, što će mu zbog diskvalifikacije u Seulu ostati jedina pojedinačna olimpijska medalja?;Ben JOHNSON;5
683;Američku supergrupu Prophets of Rage osnovali su 2016. godine jedan član Cypress Hilla, dva člana grupe Public Enemy i tri člana kojega kalifornijskog rock-benda?;RAGE AGAINST THE MACHINE;3
684;Koja je osnovna mjerna jedinica od svibnja 2019. godine redefinirana kada je cilindar od platine i iridija zamijenjen definicijom na temelju izračuna Planckove konstante, frekvencije prijelaza hiperfine strukture osnovnog stanja atoma cezija i brzine svjetlosti?;KILOGRAM;4
685;TUM PECCET drevna je latinska fraza, ali i mnemotehnička metoda za pamćenje koga ili čega u grčkoj mitologiji?;Devet MUZA;3
686;Osnovan 1923. godine, koji je od velikih američkih filmskih studija u svojoj ranoj distribuciji imao klasike: Don Juan (1926.), The Jazz Singer (1927), Lights of New York (1928.), The Public Enemy (1931.) te Casablanca (1942.)? U novije vrijeme distributer je svjetski poznatih franšiza: Batman, Superman, Harry Potter, Matrix, Hobit.;WARNER BROS.;2
687;Prstenove oko kojega su planeta 1977. godine službeno otkrili James L. Elliot, Edward W. Dunham i Jessica Mink, dok ih je još 1789. vjerojatno primijetio William Herschel?;URAN;4
688;Na otoku Spitsbergenu u otočju Svalbard nalazi se najveće i najsigurnije spremište na svijetu za skladištenje čega?;Biljno SJEME;4
689;S prerezanom limetom u logu, kako se zvao besplatni P2P internetski servis za razmjenu datoteka među korisnicima, koji je 2010. godine odlukom američkog federalnog suda zbog kršenja autorskih prava prestao s radom, a nakon dvanaest godina "uskrsnuo je kao glazbena platforma?;LIMEWIRE;3
690;Većinu je karijere provela u KK Rijeka i višestruka je hrvatska i dvostruka svjetska prvakinja. U kojem je sportu svoje uspjehe ostvarila Biserka Perman, tri puta (1982., 1985., 1992.) proglašavana sportašicom Hrvatske?;KUGLANJE;4
691;U kojoj je državi nastala umjetnička grupa Nsukka, na sa sveučilištem u istoimenom gradu, a u radu prepoznata po očuvanju i prakticiranju dizajna"uli (uri)", tradicionalnih igboanskih zakrivljenih linija na crtežima, koje su uklopljene u moderna umjetnička djela? Najvažniji su predstavnici Uche Okeke, Ada Udechukwu, Chike Aniakor, Tayo Adenaike i udomaćeni" ganski kipar El Anatsui?;NIGERIJA;5
692;Savršen broj cijeli je broj jednak zbroju svojih djelitelja uključujući jedinicu, ali ne i samoga sebe. Ako je drugi takav 28, treći 496, a četvrti 8128, koji je prvi savršeni broj?;ŠEST;1
693;Koji se najveći otok u arhipelagu Ryukyu, poznat i po tromjesečnoj bitki u proljeće 1945. godine, nalazi u imenu dijete koja uključuje mnogo voća i povrća, ribu gurukun, sejtan, miso i algu kombu? Neka istraživanja pokazuju kako su upravo stanovnici toga otoka zbog načina prehrane najdugovječniji na svijetu.;OKINAWA;5
694;Koju je riječ, neologizam od grčkog i latinskog, koja je postala jedan od temelja poslijeratnog međunarodnog prava, u svojoj knjizi Vladavina sila Osovine u okupiranoj Europi 1944. godine skovao poljski Židov Raphael Lemkin?;GENOCID;5
695;Koja je specifična sportska disciplina (format) pod krovnom organizacijom FIBA kao olimpijski sport debitirala u Tokiju 2021. godine?;KOŠARKA 3 x 3 (TRI na TRI);5
696;Koje se voće našlo u naslovu nagradivane egzistencijalne psihološke drame Ingmara Bergmana iz 1957. godine, djelu nabijenom simbolizmom i ekspresionističkim detaljima, u kojem je slavni redatelj i glumac Victor Sjöström odigrao svoju posljednju ulogu, onu umirovljena profesora Isaka Borga?;JAGODE (Divlje jagode Smultronstället);4
697;Wacken Open Air ljetni je heavy metal-festival koji se od 1990. godine početkom kolovoza održava u Wackenu, mjestu 70-ak kilometara udaljenu od kojega milijunskog grada?;HAMBURG;4
698;Om ili Aum predstavlja trojstvo bogova, očuvanja i uništenja, a smatra se najsvetijim zvukom te ishodištem svih molitvi za sljedbenike koje religije?;HINDUIZAM;4
699;Vozeći plavi automobil Subaru Impreza, koji je britanski vozač 1995. godine postao najmlađi pobjednik Svjetskog prvenstva u reliju?;Colin McRAE;5
700;Nazivali su ih i nedodirljivima" jer se smatralo da njihov dodir, pa čak i sam pogled, onečišćuje pripadnike viših kasta. Kako se uobičajeno zovu pripadnici najniže kaste u Indiji?;PARIJE;5
701;Iako se primarno nije bavio pisanjem, koji je njemački renesansni slikar i graver pred kraj života objavio Traktat o utvrdama popraćen gravurama?;Albrecht DÜRER;5
702;Kako se zove prva hrvatska rock-opera i jedna od prvih u svijetu, koja je nakon svoje praizvedbe u ožujku 1975. godine doživjela nezapamćen uspjeh, a priča o vodi ustanka hrvatskih i slovenskih kmetova protiv gospodara Susedgrada?;GUBEC-BEG;4
703;Njemačkog kodnog imena "Alaric", kako je glasilo britansko kodno ime dvostrukog špijuna iz Drugog svjetskog rata Juana Pujola Garcije, nazvanog prema prezimenu slavne američ ko-švedske glumice?;GARBO;4
704;Samo je Ruska pravda u slavenskim okvirima (pisani narodnim jezikom) starija od kojega hrvatskog pravnog dokumenta, koji je 1288. godine u 75 članaka sastavilo povjerenstvo od predstavnika devet općina (Grobnik, Trsat, Bakar, Hreljin, Drivenik, Grižane, Bribir, Novi i Ledenice)?;VINODOLSKI ZAKON(IK);4
705;Radeći u čileanskom opservatoriju Las Campanas, što je na rubu maglice Tarantula prvi put nakon 1604. golim okom uočio lan Shelton u veljači 1987. godine?;SUPERNOVA;4
706;Koji je kultni sportski automobil, poznat i kao vremenski stroj u franšizi Povratak u budućnost, početkom osamdesetih dizajnirao poznati talijanski dizajner automobila Giorgetto Giugiaro?;(DMC) DELOREAN;2
707;Kako se zove porast vrijednosti novca, a generalno označava porast vrijednosti jedne valute izražen njezinim tečajem prema drugoj valuti i najčešće nastaje zbog porasta kupovne moći jedne valute na unutarnjem tržištu?;APRECIJACIJA;5
708;Smatran najprepoznatljivijom maskotom sjevernoameričkih sportova, Phillie Phanatic pojavljuje se na utakmicama kojega bejzbolskog kluba?;PHILADELPHIA Phillies;4
709;Japanski biznismen i pseudoznanstvenik Masaru Emoto u nizu je svojih knjiga i predavanja tvrdio da ljudska svijest može utjecati na molekularnu strukturu kojeg kemijskog spoja?;VODA (H,O);4
710;Nazvana po sovjetskom astronomu koji je tražio izvanzemaljske znakove života u kozmičkim signalima, Kardaševljeva ljestvica na osnovi količine potrošene energije mjeri razinu kakva napretka civilizacije?;TEHNOLOŠKI napredak;2
711;Egipatska božica Bastet (Bast), zaštitnica plodnosti, trudnoće, djece i umjetnosti, od 1. tisućljeća pr. Kr. prikazivala se s glavom koje životinje?;MAČKA;3
712;Kojega je mističkog pjesnika islamskoga svijeta Muhammad Iqbal nazvao "svjetiljkom na putu slobodna čovjeka"? Njegovu epsku poemu Mesnevija, napisanu na perzijskom jeziku u 13. stoljeću, neki smatraju najvećim duhovnim djelom ikada napisanim.;Mevlana Dželaluddin RUMI;5
713;U Sibeliusovu opusu označena brojem 26, kako se zove simfonijska poema živih slika finske povijesti i mitologije, komponirana 1899. godine kao prikriveni protest protiv rastuće cenzure u Ruskom Carstvu?;FINLANDIA;5
714;Sa svojim figuralnim kompozicijama i iluzionističkim dekoracijama, redovnik Ivan Krstitelj Ranger jedan je od najznačajnijih hrvatskih slikara kojega umjetničkog razdoblja?;BAROK;4
715;Za koju je miniseriju iz 1994. godine, o bolnici opsjednutoj demonima, redatelj Lars von Trier izjavio da ju je stvorio crpeći inspiraciju iz Twin Peaksa i francuske miniserije Belphegor?;KRALJEVSTVO / RIGET;5
716;Službenog imena Ard-whaiyl Tinvaal, parlament Tynwald najstarije je kontinuirano zakonodavno tijelo na svijetu i najviša je predstavnička institucija kojega otoka?;Isle of MAN;5
717;S više od dvjesto stupova raspoređenih u dvadeset krugova Trbušasto brdo najstariji je poznati primjer monumentalne arhitekture i najstarija vjerska građevina na svijetu, a nalazi se u kojoj današnjoj državi?;TURSKA (Göbekli Tepe);5
718;Kako se zove internetska crowdfunding-platforma za financiranje kreativnih i tehnoloških projekata, koju su u njujorškom Brooklynu 2009. pokrenuli Perry Chen, Charles Adler i Yancey Strickler? Do početka 2020. putem platforme financirano je (od filmova, videoigara, stripova i novinarstva do tehnologije) gotovo pola milijuna projekata.;KICKSTARTER;3
719;Kako se zove jedna od najspektakularnijih disciplina u ženskoj sportskoj gimnastici, koja zahtijeva snagu i koordinaciju s bezbrojnim izmjenama hvatova i rotacija? Kao što sam naziv kaže, visina je prečki različita: niža je prečka 170, a viša 250 centimetara.;DVOVISINSKI RAZBOJ;4
720;Nazvan po grčkoj riječi za vrtlog", kako se zove mjerni instrument ili uređaj koji omogućuje da se tijela u vrlo brzom periodičnom gibanju promatraju kao da miruju ili da se vrlo polagano gibaju?;STROBOSKOP;4
721;Oko kojega grofovskog dvorca "prolazi" Matoš u slavnom lirskom putopisu iz 1908. godine, u kojem se prisjeća hrvatske prošlosti, daje kritiku sadašnjosti te opisuje propast i demoraliziranje plemstva?;LOBOR;3
722;Na kojem je instrumentu virtuoz Yo-Yo Ma, francusko-američki glazbenik kineskog podrijetla, poznat među ostalim i po nastupu na otvaranju ZOI-ja u Salt Lake Cityju i prvoj godišnjici terorističkog napada na WTC u New Yorku?;VIOLONČELO;5
723;Kako se "filmskim imenom zvao vjerojatno najpopularniji sovjetski rock-bend (1982. 1990.) čije je tekstove i glazbu do svoje smrti, ujedno i prestanka djelovanja benda, potpisivao suosnivač Viktor Coj?;KINO;5
724;Obilježeni religijskim nacionalizmom i političkim radikalizmom, zeloti su bili židovska vjersko-politička skupina u 1. stoljeću koja je oružanim prepadima željela srušiti rimsku vlast i uspostaviti nacionalnu državu, a najradikalnije među njima Rimljani su nazivali sicarii zbog toga što su se u napadima služili kojim oružjem?;BODEŽ;3
725;Osnovan 1920. kao Decatur Staleys, koji je klub (puno ime) uz Arizona Cardinals jedina preostala franšiza američkog nogometa koja je član NFL-a od njegova osnutka 1920. (Green Bay Packers pridružili su se tek godinu poslije)?;CHICAGO BEARS;4
726;Kako se, prema sovjetskom ekonomistu koji ih je prepoznao i zbog toga ga je vlast ustrijelila 1938. godine, zovu dugotrajni gospodarski ciklusi koji se ogledaju u smjeni silaznih i uzlaznih linija konjunkture i traju oko 50 godina?;KONDRATJEVLJEVI ciklusi (Nikolaj Dmitrijevič Kondratjev);5
727;Inspiriran djelima talijanskog renesansnog arhitekta pravog imena Andrea di Pietro della Gondola, kako se naziva stil u arhitekturi 18. i 19. stoljeća nastao kao suprotnost baroknom stilu?;PALADIJANIZAM;5
728;S očitom aluzijom na muža Leije Organe iz franšize Ratovi zvijezda zbog čega mu je 2014. godine Walt Disney Pictures zaprijetio tužbom za povredu imena koje je umjetničko ime uspješnog nizozemskog DJ-a i osnivača diskografske tvrtke Bitbird Sandera van Dijcka?;SAN HOLO;4
729;Dok je Dubrovnik bio Kraljev Grudobran, koji je slobodni grad iz Igre prijestolja glumio" Šibenik, s katedralom sv. Jakova kao "Željeznom bankom"?;BRAAVOS;4
730;Utemeljene u Londonu 1888. godine, koje su ugledne dnevne novine u svom prvom broju obećale da će biti iskreni financijer, investitor u dobroj vjeri, ugledni broker, pravi direktor i legitimni špekulant"?;The FINANCIAL TIMES (FT);4
731;Nagraden dvama Oscarima, film Mikea Leigha Naglavačke (Topsy-Turvy) prati razdoblje kreativne blokade zbog koje se gotovo raspalo partnerstvo kojega slavnog kazališnog dvojca, čija je kriza ipak prebrodena u vidu nastanka komične opere Mikado?;W. S. GILBERT i Arthur SULLIVAN;4
732;Koja je lijepa, ali ubojita žena navodno otrovala svojega muža Salustija Krispa Pasijena kako bi se mogla udati za rimskog cara Klaudija, kojega je pak dala ubiti da bi sina Nerona proglasila carem, a naposljetku je sama skončala po njegovu nalogu?;JULIJA AGRIPINA / AGRIPINA MLADA;4
733;Osim simbola mira i čistoće, okomita bijela pruga između dviju plavih označava da se zemlja nalazi izmedu dvaju oceana Tihog i Atlantskog. O zastavi koje je srednjoameričke države riječ?;GVATEMALA;5
734;Karakteristične za sjevernoafričke i zemlje Bliskog istoka, falafel su bezmesne pržene kuglice kojima je glavni sastojak bob ili najčešće koja jednogodišnja mahunarka?;SLANUTAK;4
735;Po mnogima najveći meksički sportaš svih vremena, Rodolfo Guzmán Huerta ili "El Santo", u povijesti je ostao upamćen kao maskirana zvijezda profesionalnoga hrvanja posebna stila, koje Meksikanci zovu kojim izrazom u doslovnome prijevodu "slobodna borba"?;LUCHA LIBRE;5
736;Jedan od najpoznatijih svjetskih proizvođača tonika, neizostavan dio vrhunskog džin-tonika, nazvan je po engleskom ljekarniku koji je 1773. godine prvi uspješno obogatio vodu ugljikovim dioksidom. Kako se zvao taj ljekarnik, otac kemičara Williama po kojem je pak nazvan jedan plinski zakon?;Thomas HENRY;5
737;S dogadanjima u fiktivnom gradu nalik Miamiju, kako glasi podnaslov četvrte videoigre iz serije Grand Theft Auto koja prati uspon mafijaša Tommyja Vercettija nakon izlaska iz zatvora?;VICE CITY;4
738;Smješten na Sjevernom otoku, par kilometara zapadno od jezera Taupo, kako se zove najstariji nacionalni park na Novom Zelandu, okružen trima aktivnim vulkanima?;TONGARIRO;5
739;Aimone, princ od Savoje i vojvoda od Spoleta, u svibnju 1941. okrunjen je uz prisutnost Ante Pavelića u Kvirinalskoj palači za hrvatskoga kralja, premda zbog krize oko "Dalmatinskog pitanja" iz Rimskih ugovora nije stigao u Hrvatsku, a pritom je dobio službenu titulu "kralj Hrvatske, princ Bosne i Hercegovine, vojvoda Dalmacije, Tuzle i Knina". Pri primanju kraljevske krune savojski je princ u spomen na jednog hrvatskog kralja uzeo koje kraljevsko ime?;TOMISLAV II.;5
740;Gotovo dvadeset godina nakon što je objavio svoje kapitalno djelo Doña Bárbara, pisac Rómulo Gallegos postao je 1948. godine prvi demokratski izabrani predsjednik koje južnoameričke države, naslijedivši na toj poziciji imenjaka Betancourta?;VENEZUELA;5
741;Kako se preziva autorica stripa Lezbijke kojih se treba paziti (Dykes to Watch Out For) iz 1985. godine, u kojemu je prvi put predstavljen test kojim se s pomoću triju kriterija mjeri zastupljenost ženskih likova u fikcijskim djelima?;BECHDEL;4
742;Razlikujući se u jednom slovu od imena drevnog indijskog priručnika za različite seksualne vještine, kako se zove internetska stranica fokusirana na vijesti i aktivnosti vezane uz razvoj videoigara, koju je 1997. pokrenula tvrtka Informa?;GAMASUTRA;3
743;Pjesma Smooth bila je posljednja pjesma devedesetih i prva početkom 21. st. na vrhu ljestvice Billboard Hot 100, a općenito se smatra jednom od najuspješnijih pjesama u povijesti te ljestvice. Izveli su je u suradnji vokal Rob Thomas i koji latino rock-bend, predvoden legendarnim gitaristom?;SANTANA;2
744;Podrijetlom iz francuskog jezika, kako se u umjetnosti općenito naziva postupak čija je značajka posuđivanje elemenata iz različitih stilova bez referencije na njihovo podrijetlo, a u postmodernoj estetici smatra se dijelom intertekstualnosti?;PASTIŠ/PASTICHE/ PASTICCIO;4
745;Načelo supsidijarnosti korijene vuče iz nauka Katoličke crkve, a obradeno je 1891. godine u kojoj poznatoj enciklici s podnaslovom Prava i obveze rada i kapitala?;RERUM NOVARUM/ O NOVIM STVARIMA;5
746;Osmišljen za EXPO 67 u Montrealu, kako se zove prvi svjetski interaktivni film, čehoslovačka crna komedija u kojoj bi moderator filma izašao pred gledatelje i tražio da odaberu izmedu dviju različitih scena, a film bi se nastavio prikazivanjem scene koja je dobila veći broj glasova?;KINOAUTOMAT;5
747;Grožđice su jedan od najbogatijih izvora kojega kemijskog elementa 13. skupine, minerala koji uz kalcij dokazano smanjuje gubitak koštane mase kod žena u postmenopauzi?;BOR;5
748;Smješten dva kilometra jugoistočno od Rogoznice, koji je rt najistureniji dio istočne obale Jadranskog mora, mjesto koje zemljopisno i klimatski dijeli Jadran na sjeverni i južni te ujedno lokacija na kojoj se snažno sudaraju sjeverni i južni vjetrovi, ciklone i anticiklone, morske struje?;Rt PLANKA / Rt PLOČA / DIOMEDOV rt;5
749;Kako se u filozofiji općenito naziva sredstvo za valjano mišljenje, a pojam se pojavljuje u naslovima Aristotelovih logičkih spisa i najznačajnijem djelu Francisa Bacona?;ORGANON;5
